table_name,comments
BA_LICENSE_ALIAS,BUSINESS ASSOCIATE LICENSE  NAME ALIAS: The  Name Alias table stores multiple alias names for a given license name.
BA_LICENSE,BUSINESS ASSOCIATE LICENSE:  An approval or authorization to conduct operations that are not directly associated with seismic
BA_EMPLOYEE,BA EMPLOYEE:  Defines how each company has many staff
BA_DESCRIPTION,BUSINESS ASSOCIATE DESCRIPTION:  use this table to capture descriptive details about a business associate where that information is not supported by the rest of the BA module.  This table was created to allow members to add specialized values to their implementation
BA_CREW_MEMBER,BA CREW MEMBER:  Use this table to track members of a crew at any given point in time.  A crew member may be an individual or a company.  The history of crew members may be tracked in this table
BA_CREW,BUSINESS ASSOCIATE CREW:  This table can be used to track crews that do work for an organization.  A crew may consist of members from one or more companies.  Each crew may be assigned to a support facility (such as a rig or a vessel).
BA_CONTACT_INFO,BA CONTACT INFORMATION:  represents the contact information for  a company.  May be a phone number
BA_CONSORTIUM_SERVICE,BUSINESS ASSOCIATE CONSORTIUM SERVICE:  A service that is provided to  a consortium by another business associate.
BA_COMPONENT,BUSINESS ASSOCIATE COMPONENT: This table is used to capture the relationships between business associates and busines objects
BA_AUTHORITY_COMP,BUSINESS ASSOCIATE AUTHORITY COMPONENT:  this table is used to keep track of the business objects over which a BA has authority of some type (usually financial or signing).
BA_AUTHORITY,BUSINESS ASSOCIATE AUTHORITY:  Describes the authority held by a business associate to make payments
BA_ALIAS,BUSINESS ASSOCIATE NAME ALIAS: The Business Associate Name Alias table stores multiple alias names for a given business associate name. For example
BA_ADDRESS,BUSINESS ASSOCIATE ADDRESS: The Business Associate Address table contains information on the address
AREA_DESCRIPTION,AREA DESCRIPTION:  Allows an area to be described using textual  remarks or codified descriptors.
AREA_CONTAIN,AREA CONTAIN:  Describes the overlap or  containment relationship  bewteen areas.  For example
AREA_COMPONENT,AREA COMPONENT: This table is used to capture the relationships between areas and busines objects
AREA_ALIAS,AREA ALIAS:  Areas may have more than one name.  Variations can be  stored here.
AREA,AREA:  Describes geographic areas of any type
APPLIC_REMARK,APPLICATION REMARK: Narrative remarks about the application
APPLIC_DESC,APPLICATION DESCRIPTION:  A list of the descriptive details about an application.  For an  application for a license
APPLIC_BA,APPLICATION BUSINESS ASSOCIATE:  This table is used to capture information about who was involved in an application
APPLIC_ATTACH,APPLICATION ATTACHMENT:  Describes the attachements to the application
APPLIC_AREA,APPLICATION AREA:  A list of the areas into which an application falls.
APPLIC_ALIAS,APPLICATION ALIAS: The  Name Alias table stores multiple alias names for a given application.  Every name
APPLICATION_COMPONENT,APPLICATION COMPONENT: This table is used to capture the relationships between applications and busines objects
APPLICATION,APPLICATION:  Applications made for authority or permission
HSE_INCIDENT,HSE INCIDENT:  Use this table to track incidents involving lost time or injuries to the crew.
FOSSIL_XREF,FOSSIL CROSS REFERENCE:  This table is used to capture relationships between fossils that have been described or defined.  Fossils with an affinity with each other may be described in this table.May also be used to indicate a single fossil that is later identified to be more than one fossil.
FOSSIL_TAXON_LEAF,FOSSIL TAXONOMIC LEAF:  This table is used to store fossil name information at various levels of the taxonomic hierarchy
FOSSIL_TAXON_HIER,FOSSIL TAXON HIERARCHY:  Use this table to describe the hierarchy between fossils.  It is only necessary to populate these tables to the point that is useful for your implementation.
FOSSIL_TAXON_ALIAS,FOSSIL ALIAS:  Alternate names
FOSSIL_NAME_SET_FOSSIL,FOSSIL NAME SET FOSSIL:  the set of fossils that are used within a specified fossil name set.
FOSSIL_NAME_SET,FOSSIL NAME SET:  a set of fossils that has been grouped together for for a common purpose.  For example
FOSSIL_EQUIVALENCE,FOSSIL EQUIVALENCE:Use this table to indicate that two fossils
FOSSIL_DOCUMENT,FOSSIL DOCUMENT:  Lists the scientific literature in which a fossil has been described.  These sources may be textbooks
FOSSIL_DESC,FOSSIL DESCRIPTION:  Use this table to list morphological descriptive information about a fossil
FOSSIL_ASSEMBLAGE,FOSSIL ASSEMBLAGE: A grouping of fossils that are found to occur together in a sample. Can be autochthonous or allochthonous.  Generally used interchangeably with the term biofacies.  Assemblage zones are usually environmentally controlled and are useful only in local correlation.  In a given sample
FOSSIL_AGE,FOSSIL AGE:  the age of a fossilAges may  be described in ordinal or chronological terms.
FOSSIL,FOSSIL:  The remains or traces of animals or plants which have been preserved by natural causes in the earths crust exclusive of organisms which have been buried since the beginning of historic times.
FIN_XREF,AFE OR COST CENTER CROSS REFERENCE:  this table is used to create relationships between AFE or cost center information. For example
FIN_COST_SUMMARY,FINANCE COST SUMMARY:  this table is added to allow summaries of costs to be reported and allocated to various business objects.  This table is not intended to be used as an accounting system
FIN_COMPONENT,FINANCE COMPONENT:  The business objects in PPDM that are related to this financial summary. May be land rights
FINANCE,FINANCE SUMMARY:Summary information about a financial reference
FIELD_VERSION,FIELD VERSION:  a version of field information from a specific source.  The Preferred version is inserted into the FIELD table.
FIELD_INSTRUMENT,FIELD INSTRUMENT:  This table may be used to track the relationship  between fields and instruments.  An instument may be regarded as a  document that registers interest in something.
FIELD_COMPONENT,FIELD COMPONENT: This table is used to capture the relationships between fields and busines objects
FIELD_AREA,FIELD AREA:  this table tracks the relationships between fields and all areas that they intersect with.  These areas may be formal geopolitical areas
FIELD_ALIAS,FIELD NAME ALIAS: The Field Name Alias table stores multiple field  names assigned to a given field name. For example
FIELD,FIELD: A geographical area defined for administrative and legal  purposes.  The field name refers to the surface area
FACILITY_XREF,FACILITY CROSS REFERENCE:  this table may be used to track the  relationships between facilities. Use to track which tanks are in tank groups
FACILITY_VERSION,FACILITY VERSION:  information about the facility from alternate  sources.  The Preferred version is stored in the FACILITY table.
FACILITY_SUBSTANCE,FACILITY SUBSTANCE:  This table may be used to track the ability of a  facility to handle substances.  Supporting information
FACILITY_STATUS,FACILITY  STATUS:  Tracks the status of a facility throughout its lifetime.  Various types of status may be included at the discretion of the implementor.May also include downtimes
FACILITY_RESTRICTION,FACILITY RESTRICTION:  Describes surface restrictions of  various sorts
FACILITY_RATE,FACILITY RATE:  this table may be used to capture which rate schedules apply to use of a faciility.
FACILITY_MAINT_STATUS,FACILITY MAINTAIN STATUS:  Use this table to keep track of the status of various phases of maintenance activities for a facility.  For example
FACILITY_MAINTAIN,FACILITY MAINTAINANCE RECORD:  General details about maintenace on the facility can be captured here.
FACILITY_LIC_VIOLATION,FACILITY  LICENSE VIOLATION:  Use this table to track incidents where the terms of a license have been violated (or perhaps are claimed to be violated).  At this time the table is relatively simple in content.
FACILITY_LIC_TYPE,FACILITY LICENSE TYPE: The type of facility license that is granted
FACILITY_LIC_STATUS,FACILITY  LICENSE STATUS:  Tracks the status of a license throughout its lifetime.  Various types of status may be included at the discretion of the implementor.
FACILITY_LIC_REMARK,FACILITY LICENSE REMARK:  a text description to record general comments on the  license tracking when remark was made
FACILITY_LIC_COND,FACILITY LICENSE CONDITION: lists the conditions under which the license or approval has been granted.  May include payment of fees
FACILITY_LIC_AREA,FACILITY LICENSE AREA:  This table provides a list of the areas into which a facility license falls.
FACILITY_LIC_ALIAS,FACILITY LICENSE  NAME ALIAS: The alias table stores multiple alias names for a given license name.
FACILITY_LICENSE,FACILITY LICENSE:  Tacks authorizations of various types to conduct activities and operations related to a facility such as a pipeline
FACILITY_FIELD,FACILITY FIELD:  cross reference table indicating which fields a facility is associated with.In some cases
FACILITY_EQUIPMENT,FACILITY EQUIPMENT:  Generally
FACILITY_DESCRIPTION,FACILITY DESCRIPTION:  Use this vertical table to capture descriptive information about a facility
FACILITY_COMPONENT,FACILITY COMPONENT: This table is used to capture the relationships between facilities and busines objects
FACILITY_CLASS,FACILITY CLASS:Classifications for the facility
FACILITY_BA_SERVICE,FACILITY SERVICE:  this table may be used to track services that are  provided for a facility
FACILITY_AREA,FACILITY  AREA:  this table tracks the relationships between facilities and all areas that they intersect with.  These areas may be formal geopolitical areas
FACILITY_ALIAS,FACILITY ALIAS:  Alias or alternate name for the facility.
FACILITY,FACILITY:  A collection of surface equipment and meters which  facilitate the production
EQUIPMENT_XREF,EQUIPMENT CROSS REFERENCE:  This multi function table can keep track of peices of equipment that are part of the composition of a larger item
EQUIPMENT_USE_STAT,EQUIPMENT USAGE STATISTICS:  Use this table to track the usage of a specific piece of equipment
EQUIPMENT_STATUS,EQUIPMENT STATUS:  Tracks the status or condition of a peice of equipment over time.  Can include information about commissioning and informtion about the condition of the equipment noted during inspections.May also be used to track DOWNTIMES using STATUS TYPE as downtime
EQUIPMENT_SPEC_SET_SPEC,EQUIPMENT SPECIFICATION SET SPECIFICATIONS:  Use this table to track which specifications are in a set
EQUIPMENT_SPEC_SET,EQUIPMENT SPECIFICATION SET:  use this table to group together specifications into sets that are relevent for particular purposes
EQUIPMENT_SPEC,EQUIPMENT SPECIFICATIONS:  Use this table to capture specifications for specific pieces of equipment.  These specifications may vary among specific manufactured peices
EQUIPMENT_MAINT_TYPE,EQUIPMENT MAINTENANCE TYPE:  Use this table to track the various types of maintenace that may occur on equipment.  This table has a two part primary key
